385	15570	15570	15569	
386	15568	15574	15567	
387	15572	15573	15566	
388	15561	15571	15563	
389	15569	15571	15568	
390	15570	15575	15569	
391	15571	15571	15568	
392	15570	15572	15572	
393	15570	15576	15569	
394	15571	15574	15570	
395	15567	15570	15568	
396	15566	15575	15565	
397	15565	15570	15568	
398	15567	15571	15570	
399	15569	15568	15569	
400	15570	15573	15562	
401	15569	15578	15570	
402	15568	15571	15567	
403	15563	15569	15563	
404	15569	15574	15573	
405	15569	15572	15569	
406	15568	15579	15571	
407	15569	15573	15567	
408	15569	15572	15570	
409	15565	15572	15568	
410	15562	15573	15568	
411	15571	15576	15569	
412	15567	15578	15568	
413	15570	15570	15569	
414	15571	15575	15569	
415	15569	15573	15566	
416	15573	15580	15570	
417	15566	15573	15566	
418	15571	15569	15568	
419	15570	15574	15571	
420	15568	15577	15573	
421	15564	15568	15570	
422	15570	15574	15571	
423	15565	15577	15570	
424	15567	15576	15572	
425	15570	15574	15565	
426	15571	15574	15568	
427	15564	15573	15567	
428	15567	15571	15568	
429	15569	15568	15565	
430	15571	15573	15570	
431	15565	15575	15567	
432	15568	15576	15568	
433	15572	15570	15571	
434	15560	15572	15566	
435	15569	15569	15570	
436	15566	15571	15568	
437	15566	15574	15567	
438	15571	15572	15568	
439	15571	15572	15571	
440	15563	15575	15567	
441	15567	15573	15572	
442	15568	15570	15574	
443	15565	15576	15569	
444	15567	15568	15571	
445	15568	15572	15563	
446	15568	15572	15572	
447	15572	15575	15562	
448	15566	15572	15568	
449	15567	15575	15568	
450	15569	15575	15565	
451	15563	15571	15567	
452	15570	15570	15566	
453	15564	15573	15572	
454	15565	15569	15569	
455	15572	15571	15570	
456	15572	15571	15569	
457	15568	15573	15571	
458	15571	15569	15568	
459	15571	15571	15571	
460	15565	15568	15569	
461	15569	15572	15573	
462	15571	15575	15569	
463	15568	15571	15568	
464	15568	15573	15567	
465	15570	15571	15565	
466	15571	15571	15567	
467	15572	15569	15569	
468	15568	15573	15568	
469	15566	15572	15570	
470	15573	15567	15573	
471	15565	15575	15567	
472	15570	15573	15570	
473	15567	15572	15565	
474	15566	15573	15568	
475	15572	15573	15568	
476	15567	15570	15571	
477	15570	15572	15570	
478	15566	15573	15567	
479	15570	15573	15571	
480	15569	15575	15567	
481	15563	15564	15567	
482	15567	15571	15564	
483	15571	15571	15570	
484	15566	15568	15568	
485	15565	15573	15569	
486	15571	15569	15572	
487	15570	15574	15570	
488	15566	15567	15569	
489	15567	15572	15569	
490	15568	15570	15567	
491	15567	15567	15563	
492	15570	15574	15564	
493	15567	15567	15568	
494	15567	15576	15569	
495	15568	15575	15571	
496	15566	15575	15569	
497	15569	15573	15569	
498	15564	15573	15570	
499	15570	15574	15568	
500	15570	15569	15567	
501	15563	15573	15571	
502	15566	15574	15570	
503	15567	15572	15567	
504	15569	15572	15566	
505	15565	15572	15567	
506	15572	15572	15565	
507	15562	15574	15571	
508	15562	15570	15567	
509	15569	15568	15567	
510	15563	15571	15569	
511	15565	15576	15568	
512	15565	15570	15569	
513	15567	15574	15565	
514	15569	15571	15568	
515	15571	15571	15573	
516	15563	15572	15572	
517	15562	15569	15567	
518	15564	15576	15569	
519	15567	15572	15569	
520	15571	15575	15571	
521	15569	15574	15573	
522	15565	15569	15571	
523	15566	15569	15568	
524	15567	15573	15568	
525	15570	15573	15570	
526	15568	15569	15572	
527	15564	15572	15567	
528	15567	15571	15568	
529	15566	15569	15569	
530	15569	15570	15569	
531	15567	15570	15569	
532	15568	15570	15567	
533	15568	15570	15568	
534	15570	15568	15570	
535	15568	15570	15568	
536	15565	15569	15573	
537	15566	15573	15568	
538	15572	15569	15566	
539	15572	15570	15572	
540	15565	15569	15569	
541	15565	15574	15569	
542	15571	15568	15566	
543	15573	15570	15573	
544	15569	15565	15566	
545	15568	15574	15565	
546	15568	15574	15570	
547	15565	15567	15564	
548	15571	15572	15569	
549	15568	15571	15567	
550	15568	15569	15564	
551	15566	15570	15573	
552	15570	15573	15570	
553	15568	15570	15567	
554	15569	15569	15565	
555	15570	15570	15568	
556	15562	15570	15573	
557	15570	15564	15566	
558	15564	15578	15569	
559	15569	15571	15570	
560	15569	15570	15570	
561	15566	15570	15567	
562	15568	15572	15567	
563	15567	15571	15569	
564	15564	15571	15568	
565	15567	15574	15570	
566	15568	15571	15570	
567	15567	15575	15569	
568	15569	15573	15566	
569	15566	15567	15572	
570	15567	15572	15569	
571	15564	15574	15570	
572	15572	15573	15566	
573	15571	15570	15567	
574	15570	15568	15569	
575	15571	15569	15568	
576	15567	15578	15566	
577	15567	15573	15568	
578	15574	15580	15566	
579	15566	15571	15565	
580	15567	15574	15565	
581	15569	15570	15571	
582	15566	15570	15569	
583	15569	15570	15573	
584	15566	15579	15568	
585	15569	15570	15573	
586	15569	15570	15571	
587	15569	15570	15569	
588	15565	15573	15569	
589	15569	15575	15568	
590	15568	15572	15569	
591	15567	15565	15568	
592	15566	15571	15571	
593	15572	15571	15571	
594	15573	15569	15570	
595	15567	15570	15568	
596	15567	15573	15568	
597	15566	15576	15568	
598	15565	15572	15568	
599	15567	15571	15571	
600	15570	15573	15568	
601	15571	15572	15570	
602	15566	15572	15570	
603	15564	15570	15571	
604	15570	15570	15570	
605	15565	15569	15569	
606	15569	15572	15566	
607	15562	15571	15571	
608	15568	15570	15570	
609	15566	15574	15569	
610	15567	15570	15569	
611	15564	15568	15570	
612	15568	15575	15567	
613	15565	15571	15570	
614	15569	15574	15569	
615	15568	15572	15570	
616	15569	15570	15565	
617	15563	15572	15570	
618	15568	15578	15569	
619	15566	15571	15571	
620	15576	15571	15568	
621	15568	15572	15571	
622	15566	15571	15568	
623	15563	15572	15573	
624	15566	15570	15571	
625	15568	15572	15564	
626	15566	15572	15570	
627	15565	15571	15573	
628	15567	15570	15566	
629	15567	15571	15566	
630	15567	15570	15569	
631	15571	15574	15565	
632	15567	15569	15566	
633	15567	15570	15569	
634	15567	15569	15570	
635	15571	15575	15568	
636	15566	15572	15570	
637	15567	15573	15571	
638	15566	15570	15567	
639	15567	15569	15568	
640	15570	15573	15569	
641	15565	15576	15566	
642	15565	15570	15569	
643	15566	15572	15570	
644	15565	15569	15570	
645	15565	15570	15568	
646	15564	15569	15573	
647	15571	15569	15565	
648	15568	15573	15567	
649	15569	15575	15564	
650	15566	15570	15565	
651	15571	15569	15569	
652	15567	15573	15563	
653	15566	15575	15572	
654	15570	15573	15567	
655	15564	15570	15568	
656	15567	15569	15569	
657	15567	15569	15569	
658	15567	15569	15568	
659	15569	15571	15567	
660	15569	15571	15568	
661	15567	15569	15572	
662	15570	15572	15571	
663	15569	15573	15567	
664	15567	15573	15569	
665	15565	15567	15569	
666	15570	15573	15570	
667	15571	15575	15569	
668	15570	15574	15567	
669	15570	15572	15569	
670	15568	15571	15568	
671	15564	15570	15568	
672	15571	15572	15573	
673	15564	15569	15565	
674	15571	15571	15568	
675	15568	15566	15568	
676	15567	15572	15566	
677	15570	15571	15566	
678	15566	15571	15567	
679	15570	15569	15571	
680	15569	15573	15566	
681	15567	15569	15571	
682	15567	15571	15568	
683	15565	15574	15567	
684	15565	15572	15567	
685	15572	15570	15568	
686	15566	15571	15568	
687	15567	15573	15566	
688	15576	15570	15573	
689	15569	15573	15567	
690	15570	15573	15569	
691	15566	15574	15575	
692	15570	15573	15567	
693	15572	15573	15563	
694	15566	15571	15568	
695	15566	15574	15565	
696	15570	15573	15568	
697	15564	15567	15566	
698	15571	15571	15570	
699	15568	15574	15564	
700	15568	15571	15570	
701	15559	15573	15565	
702	15567	15577	15569	
703	15568	15569	15567	
704	15565	15569	15572	
705	15567	15577	15567	
706	15563	15574	15566	
707	15572	15572	15569	
708	15569	15576	15568	
709	15567	15568	15571	
710	15564	15572	15569	
711	15571	15571	15568	
712	15566	15568	15569	
713	15563	15570	15566	
714	15568	15574	15567	
715	15565	15572	15569	
716	15569	15575	15566	
717	15568	15573	15569	
718	15567	15574	15568	
719	15564	15573	15569	
720	15568	15573	15567	
721	15565	15571	15569	
722	15572	15572	15567	
723	15567	15571	15566	
724	15566	15570	15568	
725	15567	15572	15567	
726	15567	15575	15566	
727	15564	15574	15568	
728	15561	15573	15565	
729	15567	15573	15570	
730	15569	15573	15567	
731	15573	15572	15567	
732	15568	15571	15567	
733	15568	15568	15571	
734	15568	15571	15564	
735	15566	15572	15568	
736	15564	15575	15566	
737	15570	15570	15566	
738	15570	15566	15567	
739	15568	15570	15567	
740	15571	15573	15568	
741	15565	15576	15567	
742	15567	15571	15570	
743	15568	15574	15570	
744	15570	15569	15566	
745	15566	15575	15568	
746	15569	15573	15566	
747	15567	15570	15566	
748	15573	15574	15568	
749	15568	15574	15563	
750	15570	15568	15568	
751	15564	15575	15571	
752	15571	15574	15568	
753	15563	15571	15570	
754	15569	15571	15564	
755	15570	15575	15569	
756	15568	15570	15571	
757	15570	15568	15567	
758	15568	15568	15565	
759	15568	15573	15571	
760	15567	15572	15566	
761	15569	15573	15567	
762	15568	15573	15564	
763	15566	15566	15565	
764	15567	15568	15568	
765	15572	15573	15568	
766	15561	15573	15570	
767	15567	15570	15569	
768	15567	15569	15567	
769	15568	15567	15568	
770	15570	15574	15570	
771	15567	15573	15570	
772	15565	15571	15565	
773	15568	15571	15570	
774	15565	15569	15566	
775	15564	15574	15567	
776	15569	15574	15569	
777	15565	15572	15569	
778	15574	15570	15573	
779	15566	15567	15564	
780	15568	15575	15569	
781	15572	15573	15571	
782	15572	15573	15563	
783	15566	15573	15568	
784	15568	15572	15567	
785	15568	15572	15567	
786	15565	15574	15566	
787	15564	15573	15572	
788	15571	15574	15570	
789	15566	15572	15568	
790	15565	15573	15569	
791	15569	15566	15567	
792	15571	15573	15570	
793	15563	15567	15567	
794	15567	15578	15569	
795	15565	15570	15569	
796	15570	15576	15566	
797	15568	15573	15567	
798	15565	15568	15569	
799	15565	15571	15569	
800	15564	15574	15570	
801	15566	15572	15571	
802	15569	15577	15568	
803	15566	15568	15570	
804	15570	15574	15566	
805	15564	15573	15569	
806	15569	15571	15569	
807	15567	15569	15571	
808	15571	15571	15569	
809	15567	15572	15564	
810	15561	15570	15567	
811	15571	15571	15570	
812	15568	15573	15565	
813	15572	15572	15569	
814	15564	15571	15574	
815	15565	15570	15571	
816	15572	15570	15568	
817	15564	15571	15568	
818	15564	15572	15570	
819	15566	15571	15573	
820	15568	15571	15567	
821	15569	15574	15563	
822	15568	15573	15568	
823	15564	15571	15568	
824	15566	15570	15569	
825	15570	15571	15563	
826	15569	15572	15567	
827	15567	15577	15566	
828	15561	15570	15570	
829	15569	15571	15569	
830	15565	15572	15571	
831	15565	15572	15571	
832	15567	15575	15567	
833	15568	15572	15572	
834	15567	15575	15568	
835	15568	15572	15569	
836	15564	15573	15568	
837	15566	15571	15566	
838	15569	15572	15566	
839	15563	15571	15568	
840	15568	15573	15571	
841	15567	15570	15569	
842	15566	15567	15571	
843	15566	15571	15567	
844	15568	15572	15570	
845	15569	15573	15566	
846	15569	15573	15571	
847	15568	15571	15567	
848	15567	15573	15565	
849	15568	15570	15569	
850	15569	15572	15573	
851	15566	15573	15568	
852	15564	15572	15565	
853	15569	15573	15575	
854	15567	15573	15573	
855	15566	15567	15564	
856	15571	15569	15570	
857	15567	15572	15566	
858	15565	15573	15565	
859	15565	15570	15569	
860	15565	15569	15565	
861	15564	15570	15569	
862	15569	15574	15567	
863	15566	15571	15566	
864	15566	15571	15569	
865	15568	15571	15570	
866	15568	15574	15566	
867	15568	15573	15570	
868	15563	15571	15568	
869	15570	15570	15566	
870	15568	15573	15570	
871	15565	15569	15572	
872	15565	15570	15560	
873	15571	15569	15570	
874	15568	15571	15566	
875	15570	15574	15567	
876	15567	15572	15566	
877	15567	15573	15563	
878	15566	15569	15569	
879	15571	15568	15567	
880	15568	15570	15568	
881	15569	15573	15567	
882	15566	15573	15572	
883	15571	15572	15566	
884	15566	15575	15575	
885	15564	15573	15571	
886	15567	15569	15567	
887	15566	15569	15568	
888	15567	15567	15560	
889	15572	15574	15569	
890	15564	15572	15571	
891	15574	15575	15564	
892	15570	15573	15572	
893	15562	15575	15568	
894	15566	15571	15564	
895	15560	15573	15567	
896	15565	15565	15570	
897	15569	15570	15569	
898	15565	15573	15569	
899	15567	15571	15569	
900	15566	15568	15569	
901	15565	15571	15567	
902	15569	15570	15567	
903	15565	15571	15568	
904	15568	15571	15567	
905	15568	15573	15569	
906	15566	15569	15568	
907	15570	15569	15569	
908	15568	15572	15570	
909	15565	15569	15567	
910	15564	15572	15567	
911	15565	15573	15565	
912	15571	15573	15571	
913	15565	15574	15571	
914	15568	15570	15566	
915	15565	15571	15572	
916	15566	15571	15565	
917	15569	15577	15566	
918	15564	15573	15570	
919	15565	15576	15568	
920	15565	15568	15567	
921	15573	15575	15570	
922	15569	15573	15565	
923	15567	15573	15567	
924	15571	15569	15569	
925	15568	15571	15569	
926	15571	15570	15569	
927	15567	15572	15572	
928	15570	15571	15573	
929	15567	15573	15569	
930	15572	15571	15572	
931	15571	15571	15569	
932	15566	15570	15568	
933	15567	15574	15569	
934	15565	15573	15569	
935	15571	15570	15570	
936	15566	15568	15569	
937	15571	15570	15570	
938	15570	15573	15567	
939	15570	15571	15568	
940	15566	15572	15569	
941	15566	15571	15567	
942	15568	15569	15565	
943	15569	15568	15566	
944	15569	15571	15563	
945	15570	15573	15571	
946	15564	15572	15565	
947	15567	15575	15571	
948	15564	15572	15567	
949	15569	15571	15568	
950	15569	15571	15567	
951	15565	15570	15570	
952	15571	15571	15573	
953	15570	15572	15566	
954	15567	15571	15568	
955	15565	15573	15571	
956	15569	15572	15567	
957	15565	15572	15566	
958	15569	15565	15566	
959	15567	15570	15566	
960	15570	15574	15567	
961	15565	15573	15564	
962	15569	15573	15568	
963	15565	15571	15569	
964	15567	15573	15572	
965	15567	15573	15569	
966	15569	15571	15567	
967	15560	15575	15565	
968	15569	15575	15569	
969	15567	15572	15570	
970	15566	15571	15570	
971	15563	15574	15570	
972	15571	15571	15568	
973	15564	15572	15566	
974	15566	15573	15569	
975	15566	15575	15570	
976	15571	15570	15568	
977	15570	15574	15565	
978	15570	15574	15570	
979	15561	15572	15567	
980	15567	15573	15567	
981	15567	15570	15563	
982	15568	15574	15565	
983	15569	15572	15565	
984	15567	15571	15570	
985	15569	15576	15567	
986	15570	15576	15567	
987	15568	15574	15575	
988	15567	15577	15569	
989	15571	15572	15573	
990	15564	15572	15567	
991	15567	15572	15563	
992	15569	15571	15573	
993	15567	15570	15566	
994	15565	15579	15572	
995	15563	15574	15567	
996	15571	15571	15569	
997	15565	15570	15571	
998	15571	15572	15572	
999	15564	15572	15568	
1000	15569	15575	15572	
1001	15567	15572	15568	
1002	15570	15574	15565	
1003	15572	15574	15570	
1004	15572	15573	15570	
1005	15565	15571	15570	
1006	15568	15569	15570	
1007	15563	15579	15564	
1008	15570	15571	15564	
1009	15565	15568	15565	
1010	15570	15574	15574	
1011	15566	15574	15571	
1012	15572	15573	15571	
1013	15566	15569	15571	
1014	15570	15565	15568	
1015	15568	15570	15567	
1016	15572	15575	15567	
1017	15571	15570	15567	
1018	15569	15574	15570	
1019	15568	15575	15570	
1020	15567	15570	15570	
1021	15566	15569	15567	
1022	15563	15566	15569	
1023	15566	15574	15571	
1024	15567	15570	15567	
1025	15568	15574	15568	
1026	15567	15570	15567	
1027	15571	15571	15566	
1028	15568	15577	15572	
1029	15570	15574	15570	
1030	
1031	
